customer_id,segment,region,risk_tier,main_risk_driver,recommended_action,governance_priority_score,total_revenue,revenue_in_scope,high_discount_revenue,margin_at_risk_revenue,discount_leakage_value,priority_value_proxy
C00420,Enterprise,North America,Low,discount_dependency_score,monitor only,42.32,8108104.47,8108104.47,2430950.5,0.0,1885383.12,0.0
C00928,Enterprise,North America,Low,pricing_risk_score,monitor only,42.22,209762.94,209762.94,0.0,0.0,47690.969999999994,0.0
C00981,Public Sector,LATAM,Low,discount_dependency_score,monitor only,42.14,3753422.23,3753422.23,712947.37,0.0,829013.1799999999,0.0
C00079,Mid-Market,APAC,Low,pricing_risk_score,monitor only,42.14,110729.8,110729.8,0.0,0.0,23287.98,0.0
C00481,SMB,LATAM,Low,pricing_risk_score,monitor only,41.96,59599.34,59599.34,0.0,0.0,12750.070000000002,0.0
C00811,SMB,North America,Low,pricing_risk_score,monitor only,41.94,36697.08,36697.08,0.0,0.0,5047.0999999999985,0.0
C00662,Enterprise,APAC,Low,discount_dependency_score,monitor only,41.55,4258856.94,4258856.94,1234422.99,0.0,992155.17,0.0
C01076,SMB,North America,Low,pricing_risk_score,monitor only,41.29,83406.08,83406.08,0.0,0.0,15490.590000000002,0.0
C01042,Mid-Market,North America,Low,pricing_risk_score,monitor only,41.08,1142214.76,1142214.76,200020.72,0.0,238009.07,0.0
C00208,Mid-Market,North America,Low,margin_erosion_score,monitor only,41.06,192298.24999999997,192298.24999999997,0.0,0.0,42538.01000000001,0.0
C01160,Enterprise,North America,Low,discount_dependency_score,monitor only,40.98,972306.13,972306.13,270064.12,0.0,221002.15000000002,0.0
C00659,Mid-Market,North America,Low,pricing_risk_score,monitor only,40.91,860967.46,860967.46,165978.75,0.0,176067.63000000003,0.0
C01093,SMB,Europe,Low,pricing_risk_score,monitor only,40.72,170707.82,170707.82,0.0,0.0,24204.340000000015,0.0
C00822,Mid-Market,North America,Low,margin_erosion_score,monitor only,40.65,104937.5,104937.5,0.0,0.0,18346.600000000013,0.0
C00692,Enterprise,LATAM,Low,discount_dependency_score,monitor only,40.64,1327804.49,1327804.49,146107.86,0.0,290287.63,0.0
C00062,Mid-Market,North America,Low,pricing_risk_score,monitor only,40.47,2046054.79,2046054.79,321696.48,0.0,415825.8999999999,0.0
C00516,SMB,LATAM,Low,pricing_risk_score,monitor only,40.42,111822.73,111822.73,14413.210000000001,0.0,19472.94999999999,0.0
C00697,Mid-Market,Europe,Low,pricing_risk_score,monitor only,40.41,1116967.13,1116967.13,310167.24,0.0,235360.35000000003,0.0
C01078,Mid-Market,North America,Low,discount_dependency_score,monitor only,40.33,915166.99,915166.99,207282.67,0.0,198380.33000000002,0.0
C00435,SMB,APAC,Low,margin_erosion_score,monitor only,40.26,57644.21000000001,57644.21000000001,0.0,0.0,9108.82,0.0
C01040,SMB,Europe,Low,pricing_risk_score,monitor only,40.15,64802.56,64802.56,0.0,0.0,11628.820000000003,0.0
C01196,SMB,APAC,Low,pricing_risk_score,monitor only,40.14,216749.66,216749.66,0.0,0.0,28693.870000000003,0.0
C00243,SMB,North America,Low,pricing_risk_score,monitor only,39.83,51720.97,51720.97,0.0,0.0,6723.279999999992,0.0
C00140,SMB,North America,Low,margin_erosion_score,monitor only,39.65,94009.92000000001,94009.92000000001,0.0,0.0,13605.810000000001,0.0
C00580,SMB,Europe,Low,margin_erosion_score,monitor only,39.63,164120.41999999998,164120.41999999998,0.0,0.0,17669.84000000002,0.0
C00923,Mid-Market,North America,Low,pricing_risk_score,monitor only,39.63,1327295.23,1327295.23,240915.61999999997,0.0,263742.2,0.0
C00925,SMB,North America,Low,pricing_risk_score,monitor only,39.61,15162.380000000001,15162.380000000001,0.0,0.0,3271.62,0.0
C00524,Mid-Market,Europe,Low,pricing_risk_score,monitor only,39.59,1260581.99,1260581.99,335432.48,0.0,279143.61000000004,0.0
C00627,Enterprise,Europe,Low,margin_erosion_score,monitor only,39.55,425487.71,425487.71,152460.76,0.0,94422.97,0.0
C00150,SMB,North America,Low,pricing_risk_score,monitor only,39.54,141023.38999999998,141023.38999999998,0.0,0.0,18408.329999999998,0.0
C00196,SMB,North America,Low,margin_erosion_score,monitor only,39.53,43389.520000000004,43389.520000000004,0.0,0.0,6196.5999999999985,0.0
C01104,Enterprise,Europe,Low,discount_dependency_score,monitor only,39.51,4904892.21,4904892.21,1134176.94,0.0,1055062.08,0.0
C00255,SMB,North America,Low,pricing_risk_score,monitor only,39.49,128761.73000000001,128761.73000000001,18850.0,0.0,22738.139999999992,0.0
C00621,Enterprise,APAC,Low,discount_dependency_score,monitor only,39.44,3216429.16,3216429.16,499422.31999999995,0.0,705137.5,0.0
C00589,SMB,APAC,Low,pricing_risk_score,monitor only,39.34,125644.04000000001,125644.04000000001,0.0,0.0,14887.929999999995,0.0
C00611,Mid-Market,North America,Low,pricing_risk_score,monitor only,39.18,2918827.14,2918827.14,399541.2,0.0,601433.8400000002,0.0
C00991,Mid-Market,North America,Low,pricing_risk_score,monitor only,39.1,164217.27000000002,164217.27000000002,0.0,0.0,26929.599999999988,0.0
C01116,SMB,North America,Low,pricing_risk_score,monitor only,39.09,103629.11,103629.11,0.0,0.0,13505.830000000007,0.0
C00491,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,39.04,56804.3,56804.3,0.0,0.0,9739.929999999998,0.0
C01179,SMB,North America,Low,pricing_risk_score,monitor only,39.04,155403.7,155403.7,0.0,0.0,23283.88,0.0
C01178,SMB,Europe,Low,margin_erosion_score,monitor only,39.03,130937.65000000001,130937.65000000001,0.0,0.0,17660.239999999998,0.0
C00969,Mid-Market,North America,Low,pricing_risk_score,monitor only,38.96,97817.53,97817.53,0.0,0.0,17023.990000000005,0.0
C00834,Mid-Market,Europe,Low,pricing_risk_score,monitor only,38.96,1295618.28,1295618.28,92083.54,0.0,255154.42,0.0
C01129,Mid-Market,Europe,Low,margin_erosion_score,monitor only,38.81,385203.51,385203.51,0.0,0.0,54254.489999999976,0.0
C00438,Mid-Market,APAC,Low,margin_erosion_score,monitor only,38.78,170917.50999999998,170917.50999999998,0.0,0.0,26542.120000000006,0.0
C00183,Mid-Market,Europe,Low,pricing_risk_score,monitor only,38.69,265627.2,265627.2,0.0,0.0,54716.64,0.0
C01183,SMB,North America,Low,pricing_risk_score,monitor only,38.67,71568.41,71568.41,0.0,0.0,5735.869999999997,0.0
C01155,Mid-Market,Europe,Low,pricing_risk_score,monitor only,38.67,243891.84,243891.84,59107.840000000004,0.0,47279.73000000001,0.0
C01095,Mid-Market,North America,Low,pricing_risk_score,monitor only,38.67,748964.31,748964.31,82322.28,0.0,155586.15000000002,0.0
C00578,Mid-Market,Europe,Low,discount_dependency_score,monitor only,38.64,875135.0700000001,875135.0700000001,320289.63,0.0,192953.71999999997,0.0
C01060,Mid-Market,Europe,Low,pricing_risk_score,monitor only,38.62,2092759.99,2092759.99,401841.92999999993,0.0,424251.8,0.0
C00832,Mid-Market,Europe,Low,discount_dependency_score,monitor only,38.58,462637.1,462637.1,132421.97999999998,0.0,108739.68,0.0
C01086,Mid-Market,North America,Low,pricing_risk_score,monitor only,38.54,925899.51,925899.51,170747.91,0.0,199329.69999999998,0.0
C00461,Mid-Market,North America,Low,pricing_risk_score,monitor only,38.46,690524.1799999999,690524.1799999999,82035.19,0.0,131618.44,0.0
C00300,Mid-Market,Europe,Low,pricing_risk_score,monitor only,38.41,280801.35,280801.35,26877.87,0.0,59289.40000000002,0.0
C00349,Mid-Market,North America,Low,pricing_risk_score,monitor only,38.32,904041.1699999999,904041.1699999999,168799.83,0.0,178267.35,0.0
C00354,Mid-Market,North America,Low,pricing_risk_score,monitor only,38.32,1986470.31,1986470.31,226323.47,0.0,409448.23000000004,0.0
C00785,Public Sector,Europe,Low,pricing_risk_score,monitor only,38.24,1006173.27,1006173.27,117408.83,0.0,205996.13,0.0
C01099,Enterprise,North America,Low,discount_dependency_score,monitor only,38.1,709369.4,709369.4,91924.14,0.0,151395.53999999998,0.0
C00501,Mid-Market,APAC,Low,pricing_risk_score,monitor only,38.09,1073454.3900000001,1073454.3900000001,217116.58,0.0,202468.65999999995,0.0
C01004,SMB,North America,Low,pricing_risk_score,monitor only,38.03,291471.67,291471.67,0.0,0.0,20521.340000000037,0.0
C00081,Mid-Market,North America,Low,pricing_risk_score,monitor only,37.98,1080276.91,1080276.91,174581.19,0.0,233948.53,0.0
C00541,Public Sector,North America,Low,pricing_risk_score,monitor only,37.94,8392837.19,8392837.19,1127709.2,0.0,1764779.5899999999,0.0
C01128,Mid-Market,North America,Low,pricing_risk_score,monitor only,37.93,1240171.68,1240171.68,142301.61000000002,0.0,253516.79000000004,0.0
C00439,Mid-Market,North America,Low,discount_dependency_score,monitor only,37.92,82848.75,82848.75,0.0,0.0,11106.390000000001,0.0
C00160,Enterprise,North America,Low,pricing_risk_score,monitor only,37.91,1610396.86,1610396.86,236952.12000000002,0.0,336617.42,0.0
C00209,SMB,APAC,Low,margin_erosion_score,monitor only,37.89,31252.3,31252.3,0.0,0.0,3946.280000000001,0.0
C00573,Mid-Market,Europe,Low,pricing_risk_score,monitor only,37.73,2272602.0,2272602.0,260663.15,0.0,473696.96,0.0
C00729,Mid-Market,North America,Low,discount_dependency_score,monitor only,37.68,335663.22,335663.22,27452.199999999997,0.0,51465.829999999994,0.0
C00965,Public Sector,APAC,Low,margin_erosion_score,monitor only,37.67,2645002.9,2645002.9,575729.5800000001,0.0,551575.0,0.0
C00777,Mid-Market,Europe,Low,pricing_risk_score,monitor only,37.67,1982792.55,1982792.55,186472.74,0.0,376050.66,0.0
C01117,SMB,North America,Low,discount_dependency_score,monitor only,37.6,14614.65,14614.65,0.0,0.0,1171.829999999999,0.0
C00672,Mid-Market,Europe,Low,pricing_risk_score,monitor only,37.51,1804548.6400000001,1804548.6400000001,174800.1,0.0,376686.14999999997,0.0
C00717,Mid-Market,Europe,Low,pricing_risk_score,monitor only,37.46,348642.48000000004,348642.48000000004,16930.72,0.0,71652.29999999999,0.0
C00989,SMB,North America,Low,discount_dependency_score,monitor only,37.43,9570.7,9570.7,0.0,0.0,1327.6999999999998,0.0
C01184,SMB,North America,Low,margin_erosion_score,monitor only,37.35,158804.34,158804.34,0.0,0.0,16075.26000000001,0.0
C00930,Mid-Market,North America,Low,pricing_risk_score,monitor only,37.34,2403502.18,2403502.18,250705.19000000003,0.0,465498.7799999999,0.0
C00328,Mid-Market,Europe,Low,pricing_risk_score,monitor only,37.34,1614108.87,1614108.87,236257.42,0.0,334798.49999999994,0.0
C00776,Enterprise,North America,Low,discount_dependency_score,monitor only,37.33,1497952.77,1497952.77,381207.42000000004,0.0,322255.75,0.0
C00593,SMB,North America,Low,pricing_risk_score,monitor only,37.33,41720.39,41720.39,0.0,0.0,6917.800000000002,0.0
C00007,Enterprise,Europe,Low,discount_dependency_score,monitor only,37.31,3078911.17,3078911.17,360035.68000000005,0.0,637446.1799999999,0.0
C00419,SMB,APAC,Low,discount_dependency_score,monitor only,37.31,51527.700000000004,51527.700000000004,0.0,0.0,6489.629999999999,0.0
C00035,Mid-Market,North America,Low,pricing_risk_score,monitor only,37.27,338361.97000000003,338361.97000000003,0.0,0.0,71328.93000000001,0.0
C00837,Enterprise,APAC,Low,margin_erosion_score,monitor only,37.22,3011544.84,3011544.84,725710.94,0.0,657337.8,0.0
C00490,Mid-Market,North America,Low,pricing_risk_score,monitor only,37.19,310112.96,310112.96,16045.84,0.0,58978.919999999984,0.0
C00171,SMB,North America,Low,discount_dependency_score,monitor only,37.11,66851.36,66851.36,0.0,0.0,8557.469999999996,0.0
C00963,SMB,North America,Low,discount_dependency_score,monitor only,37.1,100649.61,100649.61,8706.76,0.0,17510.269999999993,0.0
C00945,SMB,North America,Low,discount_dependency_score,monitor only,36.93,35949.04,35949.04,0.0,0.0,4450.469999999999,0.0
C01081,SMB,Europe,Low,discount_dependency_score,monitor only,36.87,34024.21,34024.21,0.0,0.0,4028.499999999999,0.0
C00684,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,36.8,2085235.04,2085235.04,242070.5,0.0,414699.3000000001,0.0
C00442,SMB,North America,Low,pricing_risk_score,monitor only,36.78,165223.4,165223.4,19322.7,0.0,29839.83,0.0
C00906,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,36.72,301675.75,301675.75,19744.2,0.0,58776.110000000015,0.0
C00106,Mid-Market,APAC,Low,discount_dependency_score,monitor only,36.66,85865.88,85865.88,0.0,0.0,9265.02,0.0
C00557,SMB,North America,Low,pricing_risk_score,monitor only,36.62,119231.26000000001,119231.26000000001,1412.41,0.0,21335.11999999999,0.0
C00380,Mid-Market,APAC,Low,pricing_risk_score,monitor only,36.61,1743575.2,1743575.2,120635.02,0.0,344846.27999999997,0.0
C00826,SMB,North America,Low,discount_dependency_score,monitor only,36.54,220031.31,220031.31,0.0,0.0,25475.83999999999,0.0
C01151,SMB,North America,Low,pricing_risk_score,monitor only,36.51,108581.37,108581.37,0.0,0.0,15841.880000000001,0.0
C00864,Mid-Market,North America,Low,discount_dependency_score,monitor only,36.5,491856.58,491856.58,72248.69,0.0,99156.90999999996,0.0
C01027,Enterprise,LATAM,Low,margin_erosion_score,monitor only,36.47,3214006.0,3214006.0,471657.71,0.0,676449.7999999998,0.0
C00096,Mid-Market,North America,Low,discount_dependency_score,monitor only,36.45,372294.45,372294.45,74368.15,0.0,76703.87,0.0
C00726,SMB,North America,Low,discount_dependency_score,monitor only,36.39,74694.68,74694.68,0.0,0.0,8048.599999999996,0.0
C00304,Mid-Market,Europe,Low,margin_erosion_score,monitor only,36.38,451121.55,451121.55,0.0,0.0,96801.16000000006,0.0
C00342,Public Sector,North America,Low,pricing_risk_score,monitor only,36.33,3732822.2800000003,3732822.2800000003,705105.35,0.0,820439.86,0.0
C00596,SMB,North America,Low,pricing_risk_score,monitor only,36.28,138937.21,138937.21,28166.399999999998,0.0,25902.250000000004,0.0
C00861,Mid-Market,APAC,Low,margin_erosion_score,monitor only,36.28,421398.19,421398.19,23749.92,0.0,78452.76999999999,0.0
C01134,Mid-Market,North America,Low,pricing_risk_score,monitor only,36.27,248763.66,248763.66,5633.7,0.0,48569.04000000001,0.0
C00159,Mid-Market,Europe,Low,margin_erosion_score,monitor only,36.23,421526.75,421526.75,91716.2,0.0,87031.19000000002,0.0
C00523,SMB,LATAM,Low,discount_dependency_score,monitor only,36.23,8009.05,8009.05,0.0,0.0,755.19,0.0
C00935,Enterprise,Europe,Low,margin_erosion_score,monitor only,36.13,563143.24,563143.24,15911.76,0.0,96233.20999999996,0.0
C00955,Enterprise,Europe,Low,discount_dependency_score,monitor only,36.11,3579706.99,3579706.99,596933.4500000001,0.0,766187.11,0.0
C00522,SMB,North America,Low,pricing_risk_score,monitor only,36.08,580588.42,580588.42,19914.61,0.0,96994.35000000002,0.0
C00840,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,36.07,634040.28,634040.28,138024.43,0.0,127041.36000000002,0.0
C00330,SMB,North America,Low,discount_dependency_score,monitor only,36.05,42533.100000000006,42533.100000000006,0.0,0.0,4762.889999999999,0.0
C00880,Mid-Market,North America,Low,margin_erosion_score,monitor only,36.03,183490.81,183490.81,0.0,0.0,34998.81000000001,0.0
C00173,SMB,North America,Low,pricing_risk_score,monitor only,35.97,175235.11,175235.11,10541.24,0.0,27528.500000000007,0.0
C01115,Public Sector,North America,Low,margin_erosion_score,monitor only,35.95,1800791.08,1800791.08,97871.65,0.0,382983.1599999999,0.0
C00691,SMB,North America,Low,pricing_risk_score,monitor only,35.91,110385.11,110385.11,0.0,0.0,10422.939999999995,0.0
C00640,Enterprise,LATAM,Low,discount_dependency_score,monitor only,35.8,1625364.28,1625364.28,330420.32999999996,0.0,337340.38,0.0
C00690,Mid-Market,Europe,Low,margin_erosion_score,monitor only,35.79,946685.23,946685.23,166079.53999999998,0.0,184564.58000000007,0.0
C00463,Enterprise,LATAM,Low,pricing_risk_score,monitor only,35.67,2744843.98,2744843.98,473580.47,0.0,566368.2999999999,0.0
C00082,SMB,North America,Low,discount_dependency_score,monitor only,35.64,26537.66,26537.66,0.0,0.0,2697.169999999999,0.0
C00216,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,35.62,1461188.0,1461188.0,315218.31000000006,0.0,300009.39,0.0
C00078,Mid-Market,North America,Low,pricing_risk_score,monitor only,35.62,1431191.69,1431191.69,175690.62,0.0,281069.05999999994,0.0
C00754,Mid-Market,APAC,Low,margin_erosion_score,monitor only,35.56,207094.8,207094.8,0.0,0.0,33176.470000000016,0.0
C00115,SMB,North America,Low,pricing_risk_score,monitor only,35.56,75115.09,75115.09,0.0,0.0,9472.539999999999,0.0
C00032,Public Sector,Europe,Low,margin_erosion_score,monitor only,35.52,1616228.88,1616228.88,493170.85000000003,0.0,369602.2899999999,0.0
C00597,Mid-Market,Europe,Low,pricing_risk_score,monitor only,35.49,1334007.31,1334007.31,166217.78000000003,0.0,276098.42,0.0
C00980,SMB,APAC,Low,pricing_risk_score,monitor only,35.46,285451.31,285451.31,0.0,0.0,46782.74999999998,0.0
C00551,Mid-Market,Europe,Low,pricing_risk_score,monitor only,35.43,535065.76,535065.76,56005.47,0.0,90312.79000000001,0.0
C01013,Mid-Market,APAC,Low,pricing_risk_score,monitor only,35.42,1865111.23,1865111.23,147361.81,0.0,344478.19000000006,0.0
C00772,Mid-Market,APAC,Low,pricing_risk_score,monitor only,35.34,655392.8200000001,655392.8200000001,119980.19,0.0,123952.55999999997,0.0
C00276,SMB,Europe,Low,margin_erosion_score,monitor only,35.34,29970.559999999998,29970.559999999998,0.0,0.0,4525.35,0.0
C00607,Enterprise,North America,Low,margin_erosion_score,monitor only,35.18,4323333.0,4323333.0,841654.26,0.0,952305.4200000002,0.0
C00195,SMB,LATAM,Low,pricing_risk_score,monitor only,34.99,118546.09,118546.09,0.0,0.0,16247.76,0.0
C01091,SMB,APAC,Low,pricing_risk_score,monitor only,34.94,160671.77,160671.77,0.0,0.0,26471.12000000001,0.0
C00324,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,34.83,265627.96,265627.96,38135.850000000006,0.0,55385.15999999998,0.0
C01079,Mid-Market,APAC,Low,pricing_risk_score,monitor only,34.81,936836.9299999999,936836.9299999999,114865.47,0.0,162754.33000000002,0.0
C00997,Mid-Market,North America,Low,pricing_risk_score,monitor only,34.75,1509655.35,1509655.35,59661.32,0.0,284784.11,0.0
C00753,SMB,LATAM,Low,pricing_risk_score,monitor only,34.72,117560.34,117560.34,0.0,0.0,15822.639999999992,0.0
C00643,SMB,North America,Low,pricing_risk_score,monitor only,34.62,166362.09,166362.09,0.0,0.0,21030.530000000002,0.0
C00809,Mid-Market,North America,Low,pricing_risk_score,monitor only,34.58,132431.84,132431.84,0.0,0.0,25205.530000000002,0.0
C00141,Mid-Market,North America,Low,margin_erosion_score,monitor only,34.56,1261103.32,1261103.32,189565.66000000003,0.0,276037.91,0.0
C00228,Mid-Market,North America,Low,pricing_risk_score,monitor only,34.51,1138569.64,1138569.64,229797.69,0.0,231939.03000000003,0.0
C00901,Mid-Market,LATAM,Low,margin_erosion_score,monitor only,34.43,666500.01,666500.01,51380.979999999996,0.0,141761.85000000003,0.0
C00509,Mid-Market,APAC,Low,discount_dependency_score,monitor only,34.4,1259910.63,1259910.63,148888.69,0.0,271341.81,0.0
C00966,Mid-Market,North America,Low,pricing_risk_score,monitor only,34.4,1198847.2,1198847.2,42005.600000000006,0.0,224293.50000000006,0.0
C00386,Public Sector,APAC,Low,pricing_risk_score,monitor only,34.34,1414268.73,1414268.73,36941.66,0.0,289592.75000000006,0.0
C00867,Enterprise,Europe,Low,margin_erosion_score,monitor only,34.32,5521423.97,5521423.97,591852.3700000001,0.0,1070688.3900000001,0.0
C01161,SMB,LATAM,Low,pricing_risk_score,monitor only,34.3,180649.86,180649.86,0.0,0.0,21319.56,0.0
C01056,Mid-Market,Europe,Low,pricing_risk_score,monitor only,34.29,1520716.02,1520716.02,123221.76000000001,0.0,296259.14999999997,0.0
C00239,SMB,APAC,Low,pricing_risk_score,monitor only,34.15,137583.17,137583.17,0.0,0.0,13268.060000000001,0.0
C00538,SMB,North America,Low,pricing_risk_score,monitor only,34.15,70474.28,70474.28,0.0,0.0,6579.949999999997,0.0
C00121,Mid-Market,Europe,Low,pricing_risk_score,monitor only,34.13,922864.52,922864.52,80579.81,0.0,183941.24,0.0
C00746,Mid-Market,APAC,Low,pricing_risk_score,monitor only,34.05,2064974.91,2064974.91,293784.71,0.0,405950.5999999998,0.0
C00381,Mid-Market,APAC,Low,pricing_risk_score,monitor only,34.03,850947.5800000001,850947.5800000001,126610.1,0.0,171376.56,0.0
C00450,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,34.02,941164.01,941164.01,24848.97,0.0,183964.52000000002,0.0
C01147,Mid-Market,APAC,Low,margin_erosion_score,monitor only,33.98,249200.23,249200.23,0.0,0.0,39267.850000000006,0.0
C00728,SMB,LATAM,Low,pricing_risk_score,monitor only,33.98,222663.55,222663.55,56276.7,0.0,36640.270000000004,0.0
C00947,Mid-Market,North America,Low,pricing_risk_score,monitor only,33.97,6063244.71,6063244.71,200585.95,0.0,1120613.26,0.0
C00824,Mid-Market,North America,Low,pricing_risk_score,monitor only,33.97,1284617.77,1284617.77,80435.12,0.0,226227.04,0.0
C00120,Mid-Market,APAC,Low,margin_erosion_score,monitor only,33.96,336919.47,336919.47,56195.44,0.0,69982.95,0.0
C00565,Mid-Market,North America,Low,pricing_risk_score,monitor only,33.94,1096381.95,1096381.95,58078.5,0.0,209276.44,0.0
C00783,Mid-Market,APAC,Low,pricing_risk_score,monitor only,33.91,3486440.18,3486440.18,240556.34999999998,0.0,633522.4299999999,0.0
C00252,Enterprise,Europe,Low,pricing_risk_score,monitor only,33.91,1756522.22,1756522.22,85254.72,0.0,360367.2,0.0
C00730,Mid-Market,Europe,Low,pricing_risk_score,monitor only,33.9,768231.79,768231.79,82983.98999999999,0.0,131979.55,0.0
C00396,Mid-Market,Europe,Low,pricing_risk_score,monitor only,33.86,1902945.56,1902945.56,461553.22,0.0,386998.06000000006,0.0
C00142,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,33.74,533249.59,533249.59,16897.079999999998,0.0,96622.26999999999,0.0
C00588,SMB,Europe,Low,pricing_risk_score,monitor only,33.71,83078.8,83078.8,0.0,0.0,10659.789999999995,0.0
C00393,Mid-Market,APAC,Low,pricing_risk_score,monitor only,33.69,616040.0,616040.0,51043.850000000006,0.0,136236.15000000002,0.0
C01028,SMB,North America,Low,pricing_risk_score,monitor only,33.68,212395.59,212395.59,0.0,0.0,19444.390000000007,0.0
C00176,SMB,North America,Low,pricing_risk_score,monitor only,33.55,264952.27,264952.27,26493.840000000004,0.0,52828.05999999999,0.0
C01194,Public Sector,North America,Low,margin_erosion_score,monitor only,33.52,2200686.59,2200686.59,264278.71,0.0,452668.81000000006,0.0
C00675,Mid-Market,APAC,Low,pricing_risk_score,monitor only,33.44,4741256.82,4741256.82,351524.26999999996,0.0,919252.58,0.0
C00881,SMB,North America,Low,pricing_risk_score,monitor only,33.38,102395.57,102395.57,0.0,0.0,11485.770000000002,0.0
C00855,SMB,North America,Low,pricing_risk_score,monitor only,33.36,475089.23,475089.23,27888.77,0.0,87480.63000000002,0.0
C00286,SMB,North America,Low,pricing_risk_score,monitor only,33.3,213168.34,213168.34,0.0,0.0,27551.160000000007,0.0
C00532,Mid-Market,North America,Low,pricing_risk_score,monitor only,33.28,1436828.21,1436828.21,241560.85000000003,0.0,273662.64,0.0
C00075,SMB,North America,Low,pricing_risk_score,monitor only,33.23,344913.70999999996,344913.70999999996,27048.019999999997,0.0,64404.66,0.0
C00773,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,33.22,1082248.0,1082248.0,53803.68000000001,0.0,211533.75999999995,0.0
C00054,Mid-Market,Europe,Low,pricing_risk_score,monitor only,33.19,1090387.15,1090387.15,54497.42999999999,0.0,209155.80000000005,0.0
C01017,Mid-Market,North America,Low,pricing_risk_score,monitor only,33.18,1087848.71,1087848.71,110799.68,0.0,211515.68000000002,0.0
C00030,Mid-Market,North America,Low,pricing_risk_score,monitor only,33.13,1861609.59,1861609.59,104495.13,0.0,356652.61,0.0
C00085,SMB,APAC,Low,pricing_risk_score,monitor only,33.05,145537.0,145537.0,0.0,0.0,16168.669999999996,0.0
C00275,Mid-Market,Europe,Low,pricing_risk_score,monitor only,32.94,236023.74,236023.74,0.0,0.0,36477.350000000006,0.0
C00359,Mid-Market,Europe,Low,discount_dependency_score,monitor only,32.93,1927606.21,1927606.21,145193.43,0.0,373061.19,0.0
C00510,SMB,North America,Low,pricing_risk_score,monitor only,32.92,86015.76,86015.76,17562.96,0.0,13929.010000000004,0.0
C00647,SMB,North America,Low,pricing_risk_score,monitor only,32.88,227312.49,227312.49,18719.42,0.0,36515.12,0.0
C00985,SMB,Europe,Low,pricing_risk_score,monitor only,32.84,312660.93,312660.93,16583.8,0.0,55528.65999999999,0.0
C01126,Mid-Market,APAC,Low,pricing_risk_score,monitor only,32.8,1374577.81,1374577.81,147695.04,0.0,251013.93,0.0
C00845,SMB,APAC,Low,pricing_risk_score,monitor only,32.77,134897.12,134897.12,0.0,0.0,21630.38,0.0
C00256,Mid-Market,North America,Low,pricing_risk_score,monitor only,32.74,390469.52999999997,390469.52999999997,0.0,0.0,69679.62000000001,0.0
C00027,Mid-Market,Europe,Low,pricing_risk_score,monitor only,32.54,280961.51,280961.51,30562.88,0.0,57859.55999999998,0.0
C00119,SMB,LATAM,Low,margin_erosion_score,monitor only,32.51,112087.83,112087.83,0.0,0.0,18316.979999999996,0.0
C01010,Mid-Market,North America,Low,pricing_risk_score,monitor only,32.46,575821.16,575821.16,46098.3,0.0,106273.70999999999,0.0
C00803,Enterprise,APAC,Low,margin_erosion_score,monitor only,32.37,2678597.27,2678597.27,22822.72,0.0,546037.5900000001,0.0
C00113,SMB,Europe,Low,pricing_risk_score,monitor only,32.34,64916.3,64916.3,6501.849999999999,0.0,11245.570000000003,0.0
C00247,Mid-Market,APAC,Low,margin_erosion_score,monitor only,32.34,864552.25,864552.25,115666.16,0.0,179064.61000000004,0.0
C00232,SMB,Europe,Low,pricing_risk_score,monitor only,32.31,89421.89,89421.89,8824.56,0.0,15868.919999999998,0.0
C00907,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,32.29,617353.5700000001,617353.5700000001,59513.35,0.0,105806.27999999997,0.0
C00594,Mid-Market,Europe,Low,pricing_risk_score,monitor only,32.25,513894.27999999997,513894.27999999997,23984.079999999998,0.0,99378.51000000004,0.0
C00138,Mid-Market,Europe,Low,pricing_risk_score,monitor only,32.18,609904.62,609904.62,65513.76,0.0,121151.08999999997,0.0
C00630,Enterprise,Europe,Low,margin_erosion_score,monitor only,32.15,1336572.08,1336572.08,177565.45,0.0,269121.39,0.0
C00203,Mid-Market,APAC,Low,pricing_risk_score,monitor only,32.15,1811560.04,1811560.04,58230.549999999996,0.0,332034.22,0.0
C00356,Mid-Market,LATAM,Low,margin_erosion_score,monitor only,32.12,1698448.35,1698448.35,328360.57,0.0,321001.96,0.0
C00269,SMB,LATAM,Low,pricing_risk_score,monitor only,32.1,291553.61,291553.61,14306.66,0.0,47940.24999999998,0.0
C00360,Mid-Market,APAC,Low,pricing_risk_score,monitor only,32.07,652716.75,652716.75,124687.43,0.0,117963.78,0.0
C00586,Mid-Market,APAC,Low,pricing_risk_score,monitor only,32.07,529871.88,529871.88,57396.36,0.0,101638.23999999996,0.0
C00598,Mid-Market,North America,Low,pricing_risk_score,monitor only,32.05,856098.67,856098.67,80281.23999999999,0.0,162645.90000000002,0.0
C00333,Mid-Market,Europe,Low,pricing_risk_score,monitor only,31.98,379651.81,379651.81,15160.320000000002,0.0,72485.16999999998,0.0
